NOME,BAIRRO,RPA,REGIÃO,ENDEREÇO,LATITUDE,LONGITUDE,bairro_normalizado
PC EL SALVADOR-01,JARDIM SAO PAULO,5,SUDESTE,"Elderly Park - Av. São Paulo, 616-628 - Jardim São Paulo, Recife - PE, 50910-250, Brazil",-8.08041640000142,-34.9403244307063,JARDIM SAO PAULO
PC ELVIRA ANDRADE DE SOUZA-01,GRACAS,3,NOROESTE,"R. Souza de Andrade, 5 - Graças, Recife - PE, 52050-252, Brazil",-8.043457,-34.90107,GRACAS
PC ENGENHO DO MEIO-01,ENGENHO DO MEIO,4,OESTE,"R. Antônio Curado, S/N - Engenho do Meio, Recife - PE, 50730-180, Brazil",-8.05699849420371,-34.9425551487816,ENGENHO DO MEIO
PC ENTRONCAMENTO-01,GRACAS,3,NOROESTE,"Praça do Entroncamento, 42 - Graças, Recife - PE, 52011-300, Brazil",-8.05063095367385,-34.897089570167,GRACAS
PC ESMERALDA,COHAB,6,SUL,"R. Engenho Cabuçu, 25 - COHAB, Recife - PE, 51270-370, Brazil",-8.1147853,-34.9468543,COHAB
PC ESPERANCA,ZUMBI,4,OESTE,"R. Caratinga, 62 - Zumbi, Recife - PE, 50720-493, Brazil",-8.0539383,-34.9162271,ZUMBI
PC ESTEVAO DE SA-01,VARZEA,4,OESTE,"Av. Caxangá, 855 - Madalena, Recife - PE, 50720-655, Brazil",-8.03622161858862,-34.9471547502538,VARZEA
PC FACA CEGA,COHAB,6,SUL,"R. Mauá, 20 - COHAB, Recife - PE, 51340-650, Brazil",-8.1201256,-34.95711,COHAB
PC FARIAS NEVES-01,DOIS IRMAOS,3,NOROESTE,"Praça de Dois Irmãos - Dois Irmãos - Dois Irmãos, Recife - PE, 52171-011, Brazil",-8.01567615781538,-34.9440416693687,DOIS IRMAOS
PC FARIAS NEVES-02,DOIS IRMAOS,3,NOROESTE,"Praça de Dois Irmãos - Dois Irmãos - Dois Irmãos, Recife - PE, 52171-011, Brazil",-8.01567615781538,-34.9440416693687,DOIS IRMAOS
PC FER. GALVAO,AREIAS,5,SUDESTE,"Praça Fernando Galvão, 1 - Areias, Recife - PE, 50780-015, Brazil",-8.095108,-34.9389802,AREIAS
PC FILONILA FERREIRA-01,VARZEA,4,OESTE,"R. Riachão, 33 - Várzea, Recife - PE, 50810-100, Brazil",-8.0410039,-34.9566146,VARZEA
PC FLOR DE CHEIRO,COHAB,6,SUL,"R. Mauá, 20 - COHAB, Recife - PE, 51340-650, Brazil",-8.12012709692852,-34.9571194460889,COHAB
PC FLOR DE SANTANA-01,POÇO DA PANELA,3,NOROESTE,"Av. Dezessete de Agosto, 1699 - Parnamirim, Recife - PE, 52060-485, Brazil",-8.0338341,-34.922097,POCO DA PANELA
PC FRANCISCO APOLONIO JORGE SALES-01,SOLEDADE,1,CENTRO,"Av. Oliveira Lima, 1029 - Soledade, Recife - PE, 50050-390, Brazil",-8.0563076704998,-34.8899596263888,SOLEDADE
PC FRANCO GOMES COUTINHO-01,MANGUEIRA,5,SUDESTE,"R. Dr. João Elísio, 241 - Mangueira, Recife - PE, 50820-230, Brazil",-8.077226,-34.9186936,MANGUEIRA
PC GENERAL CARLOS PINTO-01,SANTO AMARO,1,CENTRO,"Praça Gen. Carlos Pinto, 2-38 - Santo Amaro, Recife - PE, 50040-390, Brazil",-8.04036688615677,-34.8721798430563,SANTO AMARO
PC GENERAL EULER-01,IPSEP,6,SUL,"R. Saturnino Meireles, 40 - Ipsep, Recife - PE, 51190-090, Brazil",-8.113733,-34.9219222,IPSEP
PC GER. VILAS BOAS,COHAB,6,SUL,"R. Cupertinio Cintra, 33 - Lagoa Encantada, Recife - PE, 51300-450, Brazil",-8.1313235,-34.9488363,COHAB
PC GETULIO VARGAS-01,CORDEIRO,4,OESTE,"R. Costa Azevedo, 37 - Cordeiro, Recife - PE, 50630-280, Brazil",-8.0537507,-34.9227019,CORDEIRO
PC GOVERNADOR PAULO GUERRA-01,CABANGA,1,CENTRO,"Praça Gov. Paulo Pessoa Guerra, 11 - São José, Recife - PE, 50090-420, Brazil",-8.079007,-34.892124,CABANGA
PC GREGORIO BEZERRA-01,TORRE,4,OESTE,"R. Cantora Clara Nunes, 190 - Torre, Recife - PE, 50711-550, Brazil",-8.04451483587734,-34.914993819446,TORRE
PC HIPODROMO-01,HIPODROMO,2,NORTE,"Rua Fonseca Oliveira, 181 - Hipódromo, Recife - PE, 52041-690, Brazil",-8.03219882116732,-34.8869079351425,HIPODROMO
PC INDUSTRIAL MIGUEL SANTOS,BOA VIAGEM,6,SUL,"R. Pedro Américo Galvão, 28 - Boa Viagem, Recife - PE, 51011-560, Brazil",-8.1017113,-34.8860346,BOA VIAGEM
PC IRMA DOURACI,AFOGADOS,5,SUDESTE,"Av. Manoel Gonçalves da Luz, 680 - Mustardinha, Recife - PE, 50760-830, Brazil",-8.0717366,-34.9183974,AFOGADOS
PC JACAREZINHO-01,CAMPINA DO BARRETO RETO,2,NORTE,"R. Iguatu, 159 - Campina do Barreto, Recife - PE, 52121-030, Brazil",-8.0184703,-34.8828505,CAMPINA DO BARRETO RETO
PC JARDIM AMERICA-01,IPSEP,6,SUL,"R. Itacambira, 57 - Ipsep, Recife - PE, 51350-110, Brazil",-8.10573098690674,-34.9199512838669,IPSEP
PC JARDIM SAO PAULO-01,JARDIM SAO PAULO,5,SUDESTE,"Rua Senador Alberto Pasqualini, 15 - Estância, Recife - PE, 50781-745, Brazil",-8.08144405552198,-34.9380490833797,JARDIM SAO PAULO
PC JENNER DE SOUZA-01,DERBY,3,NOROESTE,"R. Jener de Souza, 584 - Derby, Recife - PE, 52010-040, Brazil",-8.0548191,-34.9002638,DERBY
PC JOAO MIGUEL DE SOUZA JUNIOR-01,ENGENHO DO MEIO,4,OESTE,"R. José dos Santos, 24 - Engenho do Meio, Recife - PE, 50730-040, Brazil",-8.0588205,-34.9457556,ENGENHO DO MEIO
PC JOAO PEREIRA BORGES-01,DERBY,3,NOROESTE,"R. Manoel Caetano, 102 - Derby, Recife - PE, 52010-220, Brazil",-8.0540323,-34.9017982,DERBY
PC JOAO PESSOA DE QUEIROZ-01,TORRÕES,4,OESTE,"R. Dr. Domingos de Abreu Vasconcelos, 226 - Torrões, Recife - PE, 50761-220, Brazil",-8.0671462,-34.932796,TORROES
PC JOAO RIQUE-01,IPUTINGA,4,OESTE,"R. João Rique, 52 - Iputinga, Recife - PE, 50680-370, Brazil",-8.0319545,-34.9319798,IPUTINGA
PC JOCA LEAL-01,CASA AMARELA,3,NOROESTE,"Rua Santa Izabel, 2-6 - Casa Amarela, Recife - PE, 52070-240, Brazil",-8.0266404,-34.9184689,CASA AMARELA
PC JOCKEY CLUBE-01,VARZEA,4,OESTE,"Av. Prof. Moraes Rego, 36 - Várzea, Recife - PE, 50740-425, Brazil",-8.0429444,-34.9438686,VARZEA
PC JORDAO BAIXO-01,JORDAO,6,SUL,"R. Alberto Lundgren, 2 - Jordão, Recife - PE, 51250-320, Brazil",-8.13666094057197,-34.9368679995964,JORDAO
PC JORN FRANCISCO PESSOA DE QUEIROZ-01,SANTANA,3,NOROESTE,"R. Amaraji, 4 - Santana, Recife - PE, 52060-440, Brazil",-8.0388409,-34.9135733,SANTANA
PC JORNALISTA ANTONIO T JUNIOR-01,BOA VIAGEM,6,SUL,"V3CX+53 - Boa Viagem, Recife - State of Pernambuco, 51030-020, Brazil",-8.1295654,-34.9024754,BOA VIAGEM
PC JOSE BONIFACIO-01,ALTO JOSÉ BONIFACIO,3,NOROESTE,"R. Batto Seca, 75 - Alto José Bonifacio, Recife - PE, 52080-300, Brazil",-8.0123774,-34.9140328,ALTO JOSE BONIFACIO
PC JOSE CICALIO-01,AREIAS,5,SUDESTE,"Praça José Cecílio de Lira - R. Cap. Jerônimo Amaral, 142 - Areias, Recife - PE, 50870-090, Brazil",-8.0941406,-34.933374,AREIAS
PC JOSE DA MOTA SILVEIRA-01,MADALENA,4,OESTE,"Av. Beira Rio, 145 - Madalena, Recife - PE, 50610-100, Brazil",-8.05623449086905,-34.9038203097092,MADALENA
PC JOSE MARIA DO NASCIMENTO PARAIBA LIXAO,COHAB,6,SUL,"R. Manduri, 60 - COHAB, Recife - PE, 51340-170, Brazil",-8.1156672,-34.954941,COHAB
PC JOSE SALES FILHO-01,TORRE,4,OESTE,"Av. Beira Rio, 286 - Torre, Recife - PE, 52010-290, Brazil",-8.04495789126588,-34.9047396885263,TORRE
PC JOSEPH SMITH,BOA VIAGEM,6,SUL,"Av. Eng. Domingos Ferreira, 15 - Pina, Recife - PE, 51011-051, Brazil",-8.0967766,-34.8860996,BOA VIAGEM
PC LAGOA DO ARACA-01,IMBIRIBEIRA,6,SUL,"Lagoa do Araçá - Imbiribeira, Recife - PE, 51170-130, Brazil",-8.0926074,-34.9145855,IMBIRIBEIRA
PC LARGO D REGINA-01,NOVA DESCOBERTA,3,NOROESTE,"R. Nova Descoberta, 160 - Nova Descoberta, Recife - PE, 52090-003, Brazil",-8.0185598179306,-34.9261651002701,NOVA DESCOBERTA
PC LARGO DO ENCANTA MOCA-01,BOA VIAGEM,6,SUL,"Largo do Encanta Moça, 103 - Pina, Recife - PE, 51011-120, Brazil",-8.0902461,-34.8860442,BOA VIAGEM
PC LEONARDO DA  VINCI-01,IMBIRIBEIRA,6,SUL,"R. Moacir Albuquerque, 198 - Imbiribeira, Recife - PE, 51170-440, Brazil",-8.0855597,-34.9102658,IMBIRIBEIRA
PC LINS DO REGO-01,IMBIRIBEIRA,6,SUL,"R. Lins do Rêgo, 14 - Imbiribeira, Recife - PE, 51190-600, Brazil",-8.11856,-34.9191644,IMBIRIBEIRA
PC LUIZ AMERICO WILLIANS-01,COHAB,6,SUL,"Av. Engenho Babilônia, 265 - COHAB, Recife - PE, 51270-080, Brazil",-8.1128406,-34.9504799,COHAB
PC LUIZ DE LACERDA-01,IPUTINGA,4,OESTE,"R. Quipapá, 418 - Caxangá, Recife - PE, 50800-080, Brazil",-8.0354734,-34.9429783,IPUTINGA
PC LUIZ GONZAGA-01,COHAB,6,SUL,"Praça 3 Marias - R. Engenho Serra Grande, 70-104 - COHAB, Recife - PE, 51270-060, Brazil",-8.11347037622244,-34.9510133142734,COHAB
PC MACIEL PINHEIRO-01,BOA VISTA,1,CENTRO,"Praça Maciel Pinheiro, 341 - Boa Vista, Recife - PE, 50060-160, Brazil",-8.0622164352656,-34.8857708834521,BOA VISTA
PC MANGUE-01,AFOGADOS,5,SUDESTE,"R. do Mangue, 91 - Afogados, Recife - PE, 50850-022, Brazil",-8.08503169150537,-34.9166009468778,AFOGADOS
PC MANUEL MARKMAN-01,PARNAMIRIM,3,NOROESTE,"R. João Tude de Melo, 78 - Parnamirim, Recife - PE, 52060-010, Brazil",-8.0358389,-34.9096416,PARNAMIRIM
PC MARCELINO CHAMPAGNAT-01,GRACAS,3,NOROESTE,"R. Paulino Gomes de Souza, 136 - Graças, Recife - PE, 52050-250, Brazil",-8.0416854,-34.9005635,GRACAS
PC MARCO ZERO-01,SANTO ANTONIO,1,CENTRO,"Praça Rio Branco, 252 - Recife, PE, 50030-320, Brazil",-8.06341369026816,-34.8713122308254,SANTO ANTONIO
PC MARCO ZERO-02,SANTO ANTONIO,1,CENTRO,"Praça Rio Branco, 1 - Recife, PE, 50030-320, Brazil",-8.06275576183234,-34.8711352801909,SANTO ANTONIO
PC MARIA JOSE DOS SANTOS DONA LIA,AGUA FRIA,2,NORTE,"R. Expedicionário Jamil Dagli, 145 - Campina do Barreto, Recife - PE, 52120-570, Brazil",-8.01775723021075,-34.8875137918739,AGUA FRIA
PC MARIA MADALENA MISTO-01,JARDIM SAO PAULO,5,SUDESTE,"R. Cap. Domingos da Costa, s/n - Areias, Recife - PE, 50870-280, Brazil",-8.09700702108674,-34.9339270243174,JARDIM SAO PAULO
PC MARIA VALDELUCIA-01,AREIAS,5,SUDESTE,"R. João Paulo II, 259 - Areias, Recife - PE, 50780-645, Brazil",-8.10290996795826,-34.9382174406877,AREIAS
PC MARIO LOPES-01,ALTO JOSE DO PINHO,3,NOROESTE,"R. Principal, 59 - Alto José do Pinho, Recife - PE, 52210-050, Brazil",-8.02343215974009,-34.9080630005813,ALTO JOSE DO PINHO
PC MAURICEIA-01,IPSEP,6,SUL,"B - R. Jean Emile Favre, 558 - Imbiribeira, Recife - PE, 51200-060, Brazil",-8.10776577388118,-34.915982134262,IPSEP
PC MELVIN JONES-01,PARNAMIRIM,3,NOROESTE,"R. Sebastião Malta Arcoverde, 160 - Parnamirim, Recife - PE, 52060-070, Brazil",-8.0332201,-34.9075393,PARNAMIRIM
PC MERCIA DE ALBUQUERQUE-01,AREIAS,5,SUDESTE,"R. Cap. Manuel de Águiar, 142 - Areias, Recife - PE, 50870-110, Brazil",-8.09510802434297,-34.932332605198,AREIAS
PC MIGUEL DE CERVANTES-01,ILHA DO LEITE,1,CENTRO,"Praça Miguel de Cervantes, 145 - Ilha do Leite, Recife - PE, 50070-525, Brazil",-8.06703222441911,-34.8938449152119,ILHA DO LEITE
PC MINISTRO JOAO GONCALVES DE SOUZA-01,IPUTINGA,4,OESTE,"R. Borges da Fonseca, 78 - Iputinga, Recife - PE, 50670-550, Brazil",-8.0478788,-34.943701,IPUTINGA
PC MORRO CONCEICAO-01,MORRO DA CONCEICAO,3,NOROESTE,"R. do Morro da Conceição, 408 - Boa Vista, Recife - PE, 52280-040, Brazil",-8.01948481710134,-34.9144528808284,MORRO DA CONCEICAO
PC NOSSA SRA DE LOURDES-01,BARRO,5,SUDESTE,"Vôlei do Bem - R. Padre Tiago Alberione - Barro, Recife - PE, 50780-520, Brazil",-8.09548667809743,-34.943802828854,BARRO
PC NOVAES FILHO-01,CAMPINA DO BARRETO RETO,2,NORTE,"R. Iguatu, 410 - Campina do Barreto, Recife - PE, 52121-030, Brazil",-8.0164041,-34.8820654,CAMPINA DO BARRETO RETO
PC ODALIA FREIRE DOS SANTOS-01,BOA VISTA,1,CENTRO,"Av. Montevidéu, 276 - Boa Vista, Recife - PE, 50050-250, Brazil",-8.0494868,-34.893073,BOA VISTA
PC PADRE ROMANO,JARDIM SAO PAULO,5,SUDESTE,"R. Maria do Carmo Catunda, 111 - Jardim São Paulo, Recife - PE, 50910-270, Brazil",-8.078235,-34.9397829,JARDIM SAO PAULO
PC PAULO FREIRE-01,MADALENA,4,OESTE,"R. Antônio Rabêlo, 47 - Madalena, Recife - PE, 50610-110, Brazil",-8.04911746870104,-34.9050863879988,MADALENA
PC PINTO DAMASIO-01,VARZEA,4,OESTE,"Av. Afonso Olindense, 2070 - Várzea, Recife - PE, 50810-000, Brazil",-8.04910696088613,-34.9595029948104,VARZEA
PC POETA FERNANDO PESSOA-01,DERBY,3,NOROESTE,"Casa De Trânsito da Politica Militar - R. Amaro Bezerra, 372-422 - Derby, Recife - PE, 52010-140, Brazil",-8.05601731445245,-34.9010327239932,DERBY
PC PONTE D UCHOA-01,JAQUEIRA,3,NOROESTE,"Av. Rui Barbosa, 1345 - Graças, Recife - PE, 52050-000, Brazil",-8.04183757998482,-34.9034314082186,JAQUEIRA
PC PQ AMORIM-01,BOA VISTA,1,CENTRO,"Praça Parque Amorim, 34 - Boa Vista, Recife - PE, 50050-280, Brazil",-8.05173686624277,-34.8948702216334,BOA VISTA
PC PROFESSOR AGAMENON MAGALHAES-01,SANTO AMARO,1,CENTRO,"R. Joaquim Rabêlo, 28 - Santo Amaro, Recife - PE, 50110-060, Brazil",-8.0436362,-34.8821134,SANTO AMARO
PC PROFESSOR BARRETO CAMPELLO-01,TORRE,4,OESTE,"Praça Prof. Barreto Campêlo, 900 - Torre, Recife - PE, 50710-290, Brazil",-8.04763672638595,-34.9144518205051,TORRE
PC PROFESSOR BARRETO CAMPELLO-02,TORRE,4,OESTE,"Praça Prof. Barreto Campêlo, 1174 - Torre, Recife - PE, 50710-290, Brazil",-8.04707419946716,-34.9141842453695,TORRE
PC PROFESSOR BARRETO CAMPELLO-02,TORRE,4,OESTE,"Rua Conselheiro Theodoro, 71 - Zumbi, Recife - PE, 50711-030, Brazil",-8.0486955,-34.9150242,TORRE
PC PROFESSOR CALAZANS-01,MADALENA,4,OESTE,"R. Ernâni Braga, 241 - Madalena, Recife - PE, 50610-350, Brazil",-8.05043416557955,-34.910370815336,MADALENA
PC PROFESSOR COELHO DE ALMEIDA-01,IPUTINGA,4,OESTE,"Av. Caxangá, 2689 - Cordeiro, Recife - PE, 50721-000, Brazil",-8.045444,-34.9307848,IPUTINGA
PC PROFESSOR FLEMING-01,JAQUEIRA,3,NOROESTE,"Praça Prof. Fleming, 42 - Jaqueira, Recife - PE, 52050-180, Brazil",-8.0349653,-34.905597,JAQUEIRA
PC PROFESSOR RUTILIO-01,COQUEIRAL,5,SUDESTE,"R. Prof. Rutilho, 98 - Coqueiral, Recife - PE, 50791-040, Brazil",-8.08855429849951,-34.9668242919943,COQUEIRAL
PC PROFESSOR RUTILIO-01,COQUEIRAL,5,SUDESTE,"R. Alcântara, 41 - Coqueiral, Recife - PE, 50920-620, Brazil",-8.08902655631427,-34.9674218752864,COQUEIRAL
PC PROFESSOR TRAJANO-01,TORRE,4,OESTE,"R. Real da Torre, 1400 - Torre, Recife - PE, 50710-100, Brazil",-8.04475476584113,-34.9098948572642,TORRE
PC PROFESSORA ANTONIA GALVAO-01,AGUA FRIA,2,NORTE,"R. Alegre, 261 - Água Fria, Recife - PE, 52120-140, Brazil",-8.0209129,-34.8929739,AGUA FRIA
PC QUARTEL GENERAL-01,BOA VISTA,1,CENTRO,"R. do Hospício, 194 - Boa Vista, Recife - PE, 50060-080, Brazil",-8.05810691517184,-34.8832373074912,BOA VISTA
PC QUITERIA-01,VARZEA,4,OESTE,"R. João Francisco Lisboa, 148 - Várzea, Recife - PE, 50741-100, Brazil",-8.0522801,-34.9562513,VARZEA
PC RADIO JORNAL DO COMERCIO-01,PARNAMIRIM,3,NOROESTE,"Av. Dezessete de Agosto, 436 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.0358682,-34.9131731,PARNAMIRIM
PC RAF. OLIV. ALVES,JARDIM SAO PAULO,5,SUDESTE,"R. S D 5519, 690 - Curado, Recife - PE, 50960-350, Brazil",-8.074124252,-34.945474,JARDIM SAO PAULO
PC RAIZES-01,COHAB,6,SUL,"R. Engenho Bem Querer, 51 - COHAB, Recife - PE, 51270-650, Brazil",-8.1121223,-34.9506496,COHAB
PC REGINALDO ROSSI-01,COELHOS,1,CENTRO,"Largo dos Coelhos, 29 - Coelhos, Recife - PE, 50060-570, Brazil",-8.06852501083981,-34.8896844985969,COELHOS
PC REPUBLICA-01,SANTO ANTONIO,1,CENTRO,"Praça da República, 1642 - Santana, Recife - PE, 50010-040, Brazil",-8.0600252988148,-34.8772408743427,SANTO ANTONIO
PC RIO BRANCO-01,SANTO ANTONIO,1,CENTRO,"Av. Rio Branco, 11 - Recife, PE, 50030-310, Brazil",-8.06302050846071,-34.8715510192142,SANTO ANTONIO
PC RIO CAPIBARIBE,CAMPINA DO BARRETO,2,NORTE,"R. Urca, 54 - Cajueiro, Recife - PE, 52221-360, Brazil",-8.00888157833852,-34.8852726559146,CAMPINA DO BARRETO
PC RODA DE FOGO-01,TORROES,4,OESTE,"Rua Tota Ventura, S/N - Torrões, Recife - PE, 50650-300, Brazil",-8.05821779713664,-34.9373173713684,TORROES
PC ROTARY,IPUTINGA,4,OESTE,"Av. Caxangá, 5362 - Iputinga, Recife - PE, 50800-195, Brazil",-8.0338985,-34.9509215,IPUTINGA
PC RUA ARTUR LICIO-01,PINA,6,SUL,"R. Artur Lício, 336 - Pina, Recife - PE, 51011-150, Brazil",-8.09292844988867,-34.8886823804638,PINA
PC RUA DO MARUIM-01,SAO JOSE,1,CENTRO,"R. Interlândia, 80 - São José, Recife - PE, 50090-610, Brazil",-8.07680372891474,-34.9000325203269,SAO JOSE
PC RUA DO NASCENTE-01,TOTO,5,SUDESTE,"R. do Nascente, 457 - Jardim São Paulo, Recife - PE, 50940-200, Brazil",-8.08230174244796,-34.9664111626769,TOTO
PC RUA JOSE AUGUSTO DE BARROS,JIQUIA,5,SUDESTE,"Rua Dr. Rinaldo Victor Fernandes, 103 - Jiquiá, Recife - PE, 50771-250, Brazil",-8.08742896833832,-34.9237433055793,JIQUIA
PC SABERE-01,VARZEA,4,OESTE,"R. Emetério Maciel, 221 - Várzea, Recife - PE, 50740-120, Brazil",-8.0370714,-34.9524111,VARZEA
PC SALGUEIRO-01,IPUTINGA,4,OESTE,"Condomínio do Edifício Rio Ica - Praça Salgueiro, 66 - Iputinga, Recife - PE, 50670-200, Brazil",-8.0426674,-34.9384753,IPUTINGA
PC SAN MARTIN-01,SAN MARTIN,5,SUDESTE,"R. Vinte e Um de Abril - San Martin, Recife - PE, 53160-635, Brazil",-8.0710251902628,-34.9288115932544,SAN MARTIN
PC SANTA LUCIA (IPUTINGA)-01,IPUTINGA,4,OESTE,"Av. Maurício de Nassau, 28c - Iputinga, Recife - PE, 50731-490, Brazil",-8.0388518,-34.9301398,IPUTINGA
PC SANTA LUZIA (COHAB)-01,COHAB,6,SUL,"R. Manduri, 60 - COHAB, Recife - PE, 51340-170, Brazil",-8.11570275433707,-34.9549210789731,COHAB
PC SAO JOSE DOS MANGUINHOS,GRACAS,3,NOROESTE,"Av. Rui Barbosa, 412 - Graças, Recife - PE, 52011-040, Brazil",-8.04820258342031,-34.8989706774738,GRACAS
PC SAO PEDRO,BRASILIA TEIMOSA,6,SUL,"R. Brazopolis, 62 - Brasília Teimosa, Recife - PE, 51010-220, Brazil",-8.0889241,-34.8810261,BRASILIA TEIMOSA
PC SATURNINO DE BRITO-01,CABANGA,1,CENTRO,"Av. Saturnino de Brito, 392-444 - São José - Cabanga, Recife - PE, 50090-310, Brazil",-8.0794939,-34.8929958,CABANGA
PC SEMENTES DO AMANHA-01,CAMPINA DO BARRETO,2,NORTE,"Av. Sebastião Salazar, 600 - Cajueiro, Recife - PE, 52221-175, Brazil",-8.0113709,-34.883766,CAMPINA DO BARRETO
PC SIMAO BORBA-01,AREIAS,5,SUDESTE,"R. Severino Glacês, 74 - Areias, Recife - PE, 50860-220, Brazil",-8.09629342264129,-34.9247607910557,AREIAS
PC SITIO BENVENUTO-01,SAN MARTIN,5,SUDESTE,"Rua Jupiáçara, 49 - San Martin, Recife - PE, 50761-610, Brazil",-8.0751722,-34.9250421,SAN MARTIN
PC SITIO DAS PALMEIRAS-01,ENGENHO DO MEIO,4,OESTE,"R. Álvaro Teixeira de Mesquita, 1557 - Engenho do Meio, Recife - PE, 50730-660, Brazil",-8.0512119,-34.9392191,ENGENHO DO MEIO
PC SOLANEA,COHAB,6,SUL,"Praça Do Axé - R. Mundaú, 2-34 - COHAB, Recife - PE, 51340-020, Brazil",-8.1165363,-34.9536798,COHAB
PC SOLANGE PINTO MELO-01,MADALENA,4,OESTE,"R. Real da Torre, 473 - Madalena, Recife - PE, 50610-000, Brazil",-8.05280709276596,-34.9087223980883,MADALENA
PC SOUTO FILHO-01,JAQUEIRA,3,NOROESTE,"Rua Hoel Sette, 130 - Jaqueira, Recife - PE, 52050-090, Brazil",-8.0359571,-34.9032066,JAQUEIRA
PC TA APRU PASSARINHO-01,PASSARINHO,3,NOROESTE,"Estrada do Passarinho, 35 - Passarinho, Recife - PE, 53170-110, Brazil",-7.97989269991971,-34.9178089535981,PASSARINHO
PC TAXISTA-01,IBURA,6,SUL,"Ladeira da Cohab, 2-6 - COHAB, Recife - PE, 51290-010, Brazil",-8.11839249565427,-34.9462079477353,IBURA
PC TEJIPIO-01,TEJIPIO,5,SUDESTE,"69 - Tejipio, Recife - PE, 50930-100, Brazil",-8.09183455663497,-34.9644368844208,TEJIPIO
PC TOBIAS VITORINO DA SILVA-01,CAJUEIRO,2,NORTE,"R. Barão de Tracunhaém, 35 - Cajueiro, Recife - PE, 52221-220, Brazil",-8.01258946157423,-34.8865235956605,CAJUEIRO
PC TOURAO-01,AREIAS,5,SUDESTE,"R. Parente Viana, 396 - Jiquiá, Recife - PE, 50860-020, Brazil",-8.09679895547675,-34.9247489689138,AREIAS
PC TRABALHO-01,CASA AMARELA,3,NOROESTE,"Av. Norte Miguel Arraes de Alencar, 1655 - Casa Amarela, Recife - PE, 52021-000, Brazil",-8.0229728765079,-34.9143774221933,CASA AMARELA
PC TRAVESSA PRINCIPE DA BEIRA-01,ESTANCIA,5,SUDESTE,"1A Travessa Príncipe da Beira, 98 - Jiquiá, Recife - PE, 50771-400, Brazil",-8.0894206910684,-34.9266475961654,ESTANCIA
PC TREZE DE JUNHO-01,ROSARINHO,2,NORTE,"Av. Prof. José dos Anjos, 2002 - Arruda, Recife - PE, 52041-740, Brazil",-8.0277898,-34.8931422,ROSARINHO
PC ULISSES LEON DE OLIVEIRA-01,HIPODROMO,2,NORTE,"R. Me. Rosa Gatorno, 214 - Hipódromo, Recife - PE, 52041-650, Brazil",-8.0292376,-34.8894064,HIPODROMO
PC UR1-01,IBURA,6,SUL,"R. Ten. João Maurício Campos, 11 - COHAB, Recife - PE, 51290-212, Brazil",-8.12125901935148,-34.9459916991114,IBURA
PC USF PLAN DOS MACACOS-01,JARDIM SAO PAULO,5,SUDESTE,"R. Quatro de Setembro, 145 - Curado, Recife - PE, 50790-405, Brazil",-8.08164172911769,-34.9535672607185,JARDIM SAO PAULO
PC VILA DO MOINHO RECIFE-01,CURADO,5,SUDESTE,"R. Domingos Bastos, 108 - Encruzilhada, Recife - PE, 52030-020, Brazil",-8.0373997,-34.8886301,CURADO
PC VILA UNIAO-01,IPUTINGA,4,OESTE,"R. Nova Aliança, s/n - Iputinga, Recife - PE, 50680-280, Brazil",-8.03083368846159,-34.9327656626701,IPUTINGA
PC VIRGILIO DE OLIVEIRA-01,POÇO DA PANELA,3,NOROESTE,"R. Virgílio de Oliveira, 235 - Poço da Panela, Recife - PE, 52061-280, Brazil",-8.0376506,-34.9229865,POCO DA PANELA
PC VISCONDE DE MAUA-01,SANTO ANTÔNIO,1,CENTRO,"PE-008, 460 - São José, Recife - PE, 50020-120, Brazil",-8.0678389,-34.8822856,SANTO ANTONIO
PC VITORIA DO POVO,COHAB,6,SUL,"R. Jordânia, 10 - Ibura, Recife - PE, 51280-110, Brazil",-8.1181363,-34.9460172,COHAB
PC ZEPELLIN-01,ESTANCIA,5,SUDESTE,"PE-007, 2117 - Afogados, Recife - PE, 50850-275, Brazil",-8.0833784842509,-34.9249605567793,ESTANCIA
PC. CAMPO DE  PELADA,IMBIRIBEIRA,6,SUL,"R. Moacir Albuquerque, 198 - Imbiribeira, Recife - PE, 51170-440, Brazil",-8.0855597,-34.9102658,IMBIRIBEIRA
PC. DA RUA ARQ LUIZ NUNES,IMBIRIBEIRA,6,SUL,"R. Olívia Menelau, 620 - Imbiribeira, Recife - PE, 51170-110, Brazil",-8.0892414,-34.9105011,IMBIRIBEIRA
PC. DOS GUERREIROS,IBURA,6,SUL,"Av. Rio São Francisco, 461-523 - Cohab - COHAB, Recife - PE, 54365-310, Brazil",-8.1151061,-34.9504895,IBURA
PCA DA RUA JOSE PIMENTEL,IPSEP,6,SUL,"Praça Vicente Antunes - R. Fernando Ferrari, 59 - Ipsep, Recife - PE, 51190-170, Brazil",-8.1145696,-34.9185314,IPSEP
PCA DA RUA PINHEIRO MACHADO,IBURA,6,SUL,"R. Eng. Henrique Marques Lins, 5 - COHAB, Recife - PE, 51320-160, Brazil",-8.1342504,-34.9513986,IBURA
PCA DA RUA QUINTINO BOCAIUVA,IPSEP,6,SUL,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676,IPSEP
PCA DO IML,COHAB,6,SUL,"R. Engenho Mameluco, 24 - COHAB, Recife - PE, 51270-270, Brazil",-8.1129226,-34.9495644,COHAB
