ruas_envolvidas,bairro,metragem,inauguracao,ano,latitude,longitude,tipo,metragem_m,recorte_territorial
AV. ALFREDO LISBOA - TRECHO ENTRE O MUSEU A CÉU ABERTO E A TRAVESSA TIRADENTES,BAIRRO DO RECIFE,"232,80",2020/janeiro,2020,-8.059733,-34.870117,tático,232.8,Entorno até 500 m
